hex9,value
89196b0453bffff,2252
89196b94103ffff,1610
89196ba5e93ffff,6889
89196b06b6fffff,8565
89196ba8513ffff,3624
89196949503ffff,9299
89196b3282bffff,8059
89196bae957ffff,1781
89196bb42abffff,4048
89196942e77ffff,9652
89196ba30dbffff,4887
8919694d893ffff,5200
8919694cb67ffff,926
89196ba14a7ffff,4865
8919696840bffff,9973
89196ba51a3ffff,3530
89196978b8bffff,159
8919694e1abffff,2943
89196bb8ebbffff,7195
89196bacabbffff,721
89196979a33ffff,6418
89196ba696bffff,4227
89196baf35bffff,714
89196b96d37ffff,2279
89196bab30fffff,685
89196bb6d6fffff,4029
89196b05c27ffff,6938
89196bb2adbffff,4717
89196b94313ffff,1768
89196bba5d3ffff,3791
89196978437ffff,3234
891fa4925abffff,2315
8919696a677ffff,6969
8919694d237ffff,8822
8919696b653ffff,5170
8919696855bffff,2874
89196badacfffff,1052
89196b05877ffff,4790
89196b304cbffff,218
89196b85ccfffff,3316
89196b9606fffff,3039
89196b940a7ffff,6137
89196b05923ffff,3042
89196b320dbffff,8085
89196ba756fffff,6880
89196bb4a13ffff,510
89196959463ffff,3991
89196bb4877ffff,676
8919694cb4bffff,5151
89196bac8cbffff,7354
89196bae507ffff,5063
8919697895bffff,1358
8919697852fffff,9294
8919696b307ffff,83
89196b960bbffff,9051
8919694040fffff,4227
89196bb5ab7ffff,4033
89196ba1a27ffff,7013
8919696a027ffff,2928
89196b04363ffff,4081
89196b840c7ffff,5890
89196baf3b7ffff,608
89196badb17ffff,6024
89196bb2aa3ffff,944
89196bba873ffff,6329
89196bb5687ffff,3496
89196b86eabffff,1679
8919694d4cbffff,6759
89196bb352fffff,6256
8919697920fffff,8509
89196bb2eb3ffff,1148
89196bb4257ffff,7720
8919697a81bffff,2877
89196bb5eb3ffff,8308
8919696b5afffff,6281
8919694cccfffff,7305
8919695921bffff,4023
89196bb36b3ffff,8769
891fa497583ffff,6570
8919694de67ffff,8316
89196ba50d7ffff,3658
89196ba41afffff,7686
89196b95d23ffff,4993
89196b323abffff,7551
89196ba0933ffff,6781
89196b0436bffff,3971
89196b1696fffff,6249
8919694012bffff,1241
89196948a03ffff,4639
8919694525bffff,3848
89196bbaaa7ffff,9981
89196b84873ffff,2147
89196bb9017ffff,5913
89196ba8147ffff,9710
89196bb8a5bffff,4137
89196979493ffff,2118
89196bb29b7ffff,2482
89196b05967ffff,6564
8919697ab6bffff,2874
89196945337ffff,4487
89196b86e27ffff,9413
89196bb8617ffff,1018
89196b06983ffff,8114
89196bb9127ffff,8139
89196b94d6fffff,1046
89196ba5ad3ffff,5099
89196969627ffff,4408
89196b05c37ffff,2749
89196ba05dbffff,8809
8919694a8d3ffff,879
89196baf553ffff,2903
89196b96873ffff,8122
891969693a3ffff,9858
89196bb04a3ffff,7155
891969632dbffff,2367
8919696a367ffff,1867
89196b86cdbffff,1762
89196ba9833ffff,7637
89196bb6bcbffff,3314
89196979513ffff,439
89196b9459bffff,8402
8919694050fffff,2315
8919694ab37ffff,5876
89196b05c4bffff,5601
89196b04383ffff,6432
89196940843ffff,7571
8919694db83ffff,3844
89196b84397ffff,3156
89196b85bafffff,6745
8919694d853ffff,9846
89196bb2b73ffff,9167
89196bb7253ffff,3502
89196bb082bffff,740
89196bb94abffff,1150
89196b1685bffff,6831
89196bb6043ffff,1503
89196bba613ffff,3894
89196940c83ffff,117
8919696862fffff,2833
8919694da43ffff,3891
89196b15d83ffff,2882
89196ba6487ffff,1233
89196979dcbffff,1462
8919682cac3ffff,2529
89196b36507ffff,2440
8919694a40fffff,5575
89196b051a7ffff,5780
89196bb5a0fffff,4592
8919696a167ffff,4481
8919697984fffff,5504
89196b8491bffff,9124
89196ba0293ffff,7478
89196ba16dbffff,9483
89196bb0103ffff,5279
89196bb6a27ffff,4027
89196bae627ffff,6916
89196bad69bffff,2786
89196bb0a2bffff,4891
89196979d53ffff,5619
