hex9,value
8919694352fffff,8
89196ba463bffff,4
8919697aa93ffff,10
89196b0618fffff,8
89196949c77ffff,8
89196b86d4fffff,7
89196bb1edbffff,8
89196bb9d1bffff,8
89196b861cfffff,10
891969606abffff,8
89196968387ffff,7
8919694994fffff,9
89196b16157ffff,25
89196bb1b2bffff,9
89196b063abffff,5
89196bb6c73ffff,4
89196968173ffff,4
8919694a563ffff,1
89196bb7647ffff,9
89196bad8dbffff,4
8919697a863ffff,9
89196b8692fffff,4
89196b06a83ffff,5
891969415afffff,9
891969781a7ffff,8
89196ba0a83ffff,4
89196b84c87ffff,3
89196bb43abffff,8
8919694d6b3ffff,10
89196978e8fffff,3
89196b8439bffff,4
89196948bc7ffff,4
89196bb0097ffff,9
891fa4964afffff,10
891969484d3ffff,9
8919696303bffff,3
89196baec1bffff,5
89196b15d4bffff,8
89196978b8fffff,6
89196ba9223ffff,8
8919695956fffff,3
89196bb94b3ffff,5
89196ba2c27ffff,9
89196ba9e7bffff,8
89196b96887ffff,7
8919694a94fffff,6
8919697950fffff,1
89196bab54fffff,10
89196979157ffff,1
89196b96c77ffff,6
89196bae6afffff,3
8919696334fffff,8
89196ba622fffff,5
89196baad0bffff,8
89196bb6553ffff,7
89196bacd97ffff,1
89196bae68bffff,9
89196b330d3ffff,7
8919694d38fffff,3
89196b04ac3ffff,5
89196b84d87ffff,4
89196b96b63ffff,10
89196ba2537ffff,3
8919694828fffff,8
89196ba080fffff,8
89196bb354bffff,1
89196bb7477ffff,7
89196bac00fffff,2
89196979b8fffff,8
89196b065bbffff,10
8919694cc83ffff,6
89196bb54cbffff,10
89196b9688bffff,2
89196bb5d13ffff,3
89196bb00dbffff,3
891969682bbffff,3
89196ba44cbffff,1
89196bbb62fffff,8
89196b84827ffff,7
89196bb112bffff,6
8919697a837ffff,5
891fa49265bffff,6
89196b3214fffff,5
89196ba12a3ffff,9
8919682c947ffff,4
89196b86cbbffff,10
891969610d3ffff,6
8919694ee3bffff,5
89196b94b2bffff,9
89196b0616bffff,3
89196bb30abffff,7
89196ba03b3ffff,3
89196ba5dbbffff,3
89196b86d9bffff,4
89196bbaa17ffff,7
89196b949a3ffff,3
89196bb5bbbffff,1
8919696acb7ffff,3
8919694f417ffff,2
89196ba8937ffff,9
89196969073ffff,6
89196bb7517ffff,5
89196bbadb3ffff,3
89196b1716fffff,5
89196bab2abffff,4
89196969193ffff,7
89196ba5083ffff,1
89196bba123ffff,10
89196b8e9a3ffff,6
8919694997bffff,2
8919694c8c3ffff,5
8919694a343ffff,4
8919697b2d3ffff,3
89196b8516fffff,8
89196b0696fffff,4
89196bac1d3ffff,6
8919694b38fffff,1
89196ba0157ffff,9
89196948ab7ffff,3
89196baee77ffff,2
89196b06503ffff,2
89196ba021bffff,9
89196ba712bffff,7
8919697b693ffff,3
89196b841d7ffff,7
89196badc6bffff,8
89196b86337ffff,3
89196bbb69bffff,10
89196b06347ffff,3
8919697aa7bffff,4
89196ba23c3ffff,6
89196941533ffff,9
891fa496487ffff,9
89196963363ffff,9
89196b8cb27ffff,9
89196ba48bbffff,2
89196bb48cfffff,7
89196ba8a07ffff,4
89196bb72c3ffff,9
8919696a217ffff,5
89196bb347bffff,4
8919694da2bffff,5
89196b86503ffff,6
89196bac62bffff,7
891969405c3ffff,5
89196b33527ffff,9
891969690b3ffff,1
89196ba2a07ffff,4
89196ba288bffff,8
89196bb228bffff,9
8919697a96bffff,4
89196b94d07ffff,10
89196bb213bffff,7
8919696ad5bffff,10
89196ba9e73ffff,7
8919694924bffff,8
89196940a47ffff,9
891fa492d0bffff,9
89196b33147ffff,2
891969790dbffff,3
89196bac527ffff,1
89196ba46a3ffff,5
89196bada6bffff,3
89196bad5afffff,10
89196bb1c13ffff,7
89196ba72dbffff,4
89196badb8fffff,3
891969596d7ffff,3
89196978eb7ffff,9
89196948297ffff,1
89196b86187ffff,7
89196bb5b9bffff,4
89196ba8d33ffff,4
891fa49248fffff,7
89196ba18d3ffff,9
89196bac00bffff,6
89196bb4b47ffff,4
89196ba684fffff,5
891fa497583ffff,9
89196ba321bffff,8
89196ba76abffff,9
89196b045abffff,8
89196bb6333ffff,9
89196bb624bffff,6
89196bad907ffff,8
89196948a57ffff,4
89196ba69bbffff,5
89196ba0603ffff,10
89196b36533ffff,7
89196ba0b03ffff,9
89196b84da7ffff,9
89196bb62c3ffff,5
891969681cbffff,4
8919695924fffff,3
89196bb1b63ffff,3
89196bb2143ffff,1
89196bac503ffff,5
891969411b7ffff,7
89196ba3007ffff,7
89196b9647bffff,9
89196ba6047ffff,4
89196b865b7ffff,6
89196bb9c6bffff,6
89196969217ffff,9
8919694325bffff,7
89196baf453ffff,2
89196bb735bffff,7
8919697902fffff,8
89196ba3013ffff,4
89196b3302fffff,7
89196bb24c7ffff,7
89196ba1e07ffff,2
891969488b7ffff,8
89196ba552fffff,4
89196baee3bffff,10
8919696ad93ffff,8
89196bb256fffff,7
89196bb122fffff,6
89196bb4447ffff,9
89196b0585bffff,10
89196ba1267ffff,4
8919694d32fffff,10
8919694f2a7ffff,5
89196ba8263ffff,5
89196b94b8bffff,7
89196ba36a3ffff,1
89196949b67ffff,6
8919697907bffff,2
891fa4965c7ffff,1
8919696067bffff,1
89196b968d7ffff,2
89196baeabbffff,10
89196ba51a7ffff,9
89196ba0b57ffff,3
89196b32903ffff,3
89196bb9ba7ffff,8
89196ba0b9bffff,2
89196bb424fffff,2
89196bae527ffff,5
8919694150bffff,3
8919694a98fffff,7
89196ba0e6bffff,10
89196bb1acbffff,7
89196b06003ffff,8
89196b325c3ffff,8
89196bb0cbbffff,10
89196bb988fffff,2
8919694a38bffff,5
89196b326c7ffff,7
89196bb715bffff,10
89196bb6233ffff,10
89196b06c0fffff,8
89196bbabc7ffff,10
89196ba5417ffff,4
89196bb8343ffff,3
89196bb4227ffff,1
89196ba9bd3ffff,5
89196b0648fffff,5
89196bb0b4fffff,3
89196ba5b93ffff,7
89196b84b4fffff,8
89196ba014bffff,8
89196bae403ffff,6
891969428cfffff,6
8919697aac7ffff,3
89196bb1357ffff,6
8919694a20fffff,8
89196bab547ffff,8
8919694db27ffff,4
89196bb6a5bffff,4
89196bb1867ffff,3
89196bae507ffff,2
8919694e3b7ffff,7
89196bab423ffff,4
8919694e977ffff,7
8919694aaafffff,7
891fa49268bffff,7
89196943227ffff,3
891fa492cb7ffff,6
89196ba728bffff,10
89196ba6ba7ffff,6
89196949817ffff,9
89196bb2eabffff,4
89196b843b3ffff,4
89196948353ffff,5
891969452cbffff,1
8919694e853ffff,8
89196ba34a3ffff,9
89196bb9aa3ffff,4
89196969d6fffff,9
89196bbb6a7ffff,1
891fa4929a7ffff,8
89196bb0693ffff,1
891969699d7ffff,4
8919694aa37ffff,2
89196bb190bffff,10
89196baa24fffff,9
89196b045afffff,1
89196ba0b2fffff,10
89196bb1103ffff,10
89196ba6613ffff,7
89196ba6c6fffff,5
89196b32c07ffff,4
89196b16107ffff,5
89196940ad7ffff,10
891969433abffff,4
89196bb004fffff,2
891969794cfffff,5
89196b944a7ffff,7
8919697b3d3ffff,3
89196ba2677ffff,10
89196bad327ffff,7
8919694e903ffff,2
89196b84173ffff,1
89196bb81b3ffff,7
89196bb72dbffff,8
89196949543ffff,4
89196ba431bffff,5
89196b0686bffff,4
89196bb6d77ffff,4
8919694a2c7ffff,2
89196b8584fffff,7
89196b94c87ffff,7
89196ba5c53ffff,3
8919694f59bffff,4
89196bb080fffff,10
89196b16a87ffff,3
8919682ca3bffff,4
8919694e5d3ffff,8
89196baa153ffff,3
8919694b563ffff,9
89196949b6bffff,3
89196bb24d7ffff,10
8919696a887ffff,3
89196979b17ffff,5
8919694b403ffff,5
89196bba18fffff,9
8919696158bffff,5
8919694d127ffff,8
89196b96e53ffff,9
89196ba4c87ffff,5
89196baa36bffff,5
89196bb41a7ffff,3
89196b86ac7ffff,7
89196ba592bffff,6
89196b85b4bffff,2
89196baf087ffff,9
89196942e63ffff,5
891969594cfffff,7
89196b364b3ffff,2
89196b943afffff,5
89196b94a97ffff,2
89196b86cc3ffff,3
8919696aa57ffff,4
8919694913bffff,5
89196ba5bcfffff,9
89196b17183ffff,10
89196ba3473ffff,4
89196b84b2fffff,8
89196b05a43ffff,5
89196941acfffff,2
89196b14aa3ffff,4
89196bb08c3ffff,3
89196b943b7ffff,3
8919694ae37ffff,1
8919694850bffff,3
89196ba31a3ffff,6
89196bb438fffff,2
89196b16a37ffff,6
89196bbb043ffff,2
89196979c6bffff,10
8919694ddb3ffff,7
89196b8446bffff,2
89196969b4bffff,10
8919697b6b7ffff,3
89196b8404bffff,5
89196b96383ffff,7
89196b336c3ffff,1
89196bb29a7ffff,6
8919694c5cbffff,5
89196bb8d03ffff,6
89196b05e77ffff,9
891969491c7ffff,4
89196940ba7ffff,4
89196963177ffff,5
89196ba005bffff,5
89196b3051bffff,3
89196ba6a53ffff,6
89196958aa7ffff,1
89196bb8c2fffff,10
89196949d57ffff,10
89196bb1033ffff,4
8919694f0abffff,1
89196bace27ffff,9
89196b32d63ffff,2
89196b94943ffff,8
89196bb662fffff,6
89196ba0a0bffff,8
8919694dcdbffff,3
89196b84823ffff,5
8919697940fffff,8
8919696846bffff,6
891969611d7ffff,3
8919697b6bbffff,4
8919697b57bffff,4
8919694e56bffff,10
89196bb94dbffff,2
8919696b5a7ffff,4
89196baa4c7ffff,6
89196bb9d53ffff,6
8919696a55bffff,4
8919694899bffff,5
89196ba0e63ffff,6
89196b86b17ffff,8
89196bbae8fffff,6
89196ba6c0bffff,5
89196bb0417ffff,7
89196baac23ffff,2
89196b364b7ffff,8
89196ba9c7bffff,4
89196b95d37ffff,2
89196bb810bffff,4
89196baf53bffff,6
89196bab04bffff,6
89196baa677ffff,1
8919694abdbffff,8
8919694c32bffff,10
8919694f02fffff,1
89196bb8313ffff,10
89196b851cbffff,10
89196b060d3ffff,7
89196baa297ffff,8
89196b146abffff,9
8919694a527ffff,6
89196bb7643ffff,8
89196bb450fffff,7
89196940697ffff,2
89196bac523ffff,8
89196ba040fffff,3
89196bae21bffff,10
8919694a57bffff,4
89196b3b41bffff,7
8919694a97bffff,9
89196963213ffff,9
89196b16837ffff,1
89196958a2bffff,6
89196bac6afffff,7
89196bacad7ffff,1
89196968e83ffff,10
891fa4961cfffff,8
89196ba2b53ffff,10
89196b8429bffff,10
8919697b52bffff,7
89196bb68a7ffff,3
89196ba138bffff,10
89196bb4033ffff,2
89196ba1a8bffff,2
89196bb8b67ffff,10
89196bb4363ffff,1
89196bb5467ffff,8
891969488d7ffff,9
89196bba397ffff,8
8919696307bffff,9
89196979d8fffff,5
89196941087ffff,4
89196bbb0b7ffff,4
89196bb10cfffff,6
89196b86a1bffff,5
89196b868a3ffff,1
89196b86ecbffff,4
8919694dc43ffff,4
89196bade2fffff,6
89196b8684fffff,9
89196969477ffff,7
8919694011bffff,9
89196bb94c7ffff,3
89196ba42afffff,10
89196978857ffff,4
891969592c3ffff,1
89196b04387ffff,9
89196ba6227ffff,6
89196bb4d7bffff,9
89196968483ffff,8
891969419abffff,3
8919695b227ffff,1
89196ba048fffff,7
8919694e837ffff,2
89196bb9837ffff,7
89196b0440fffff,9
89196bb7453ffff,8
8919694e327ffff,9
891fa496293ffff,2
89196bb952bffff,6
89196b8556fffff,4
89196ba605bffff,4
89196b0456bffff,4
8919695934fffff,3
8919694c0afffff,1
89196bb0123ffff,1
89196bb9babffff,5
89196948507ffff,8
89196948097ffff,10
89196ba3023ffff,6
89196949aabffff,8
89196969563ffff,10
89196bad96fffff,9
89196bb60a3ffff,5
89196b33487ffff,1
8919697ad4fffff,10
8919694f473ffff,2
89196bb68c7ffff,1
89196941497ffff,6
89196bb13a3ffff,9
89196bb1d73ffff,3
89196bac3a3ffff,9
89196979103ffff,3
89196bb9a17ffff,7
89196b30027ffff,1
891fa4935b3ffff,1
89196ba0dabffff,9
89196bb21b7ffff,2
89196bb0dc7ffff,5
89196ba2323ffff,9
89196ba09bbffff,9
89196bb29c7ffff,2
89196ba1a6bffff,10
89196940b47ffff,6
8919697854bffff,3
8919697b047ffff,2
89196bab08bffff,4
8919697b563ffff,10
89196ba9367ffff,4
89196b04c4bffff,7
89196ba4e03ffff,1
8919696901bffff,6
89196ba9a93ffff,6
89196bb88d3ffff,2
89196bb637bffff,7
89196b0593bffff,2
8919694927bffff,8
89196b045c7ffff,9
8919694158fffff,7
89196b06397ffff,1
89196ba991bffff,6
8919696b077ffff,10
8919696148fffff,1
89196ba41c7ffff,3
89196ba71afffff,4
89196ba2c3bffff,8
89196b94327ffff,5
89196b84033ffff,7
89196b04267ffff,10
89196949553ffff,9
8919696a4cbffff,5
89196b8e933ffff,10
89196bab007ffff,10
8919682ca2fffff,4
89196958bc7ffff,8
89196961577ffff,5
89196bac43bffff,3
89196b15cd3ffff,2
89196bba237ffff,7
89196949e97ffff,6
8919697b347ffff,5
8919696336bffff,2
89196ba36abffff,10
8919696a273ffff,5
89196b1652bffff,1
89196b86857ffff,10
8919694525bffff,1
89196baea0fffff,6
89196bbb64fffff,2
89196b06dc7ffff,8
89196b0638fffff,7
89196ba4583ffff,8
89196bb1ea3ffff,8
89196bb9017ffff,1
89196b84ec7ffff,6
89196baccc7ffff,6
89196969523ffff,7
8919694f627ffff,1
89196bb56cfffff,7
89196bb2bcfffff,3
89196bb6c53ffff,1
89196b16e9bffff,3
891969792a3ffff,4
89196b8651bffff,4
8919695890fffff,2
