hex9,value
8919694c553ffff,2581
89196bb468bffff,7870
8919697b30fffff,3023
8919694b48bffff,3974
89196ba96bbffff,5341
89196b3015bffff,2265
89196978903ffff,1202
891969601b7ffff,3568
891969602a3ffff,292
89196959253ffff,8924
89196ba5593ffff,908
89196bad21bffff,7427
89196bb014fffff,8529
89196b05c2bffff,7563
89196949ac7ffff,5700
89196baa623ffff,1263
89196bae8cfffff,549
8919696063bffff,9467
89196ba5ac3ffff,5552
89196ba81cfffff,589
891969684abffff,5876
89196b961cfffff,2543
89196bb5b97ffff,8360
89196ba5b4bffff,8197
89196ba2a93ffff,6467
891fa4964b3ffff,5377
8919694e18bffff,4515
89196bbb437ffff,1122
891fa49653bffff,4903
89196bae693ffff,7741
89196b84127ffff,2826
89196978e53ffff,8101
89196ba88d3ffff,3937
8919694951bffff,8574
8919696ad17ffff,5252
8919694dd83ffff,4240
891fa49250fffff,5546
8919694a26fffff,2882
89196b16957ffff,8629
89196bb9d2bffff,3507
89196ba73cbffff,8201
89196bb0c77ffff,5343
89196bb9577ffff,3059
89196bb4da3ffff,2718
89196bba48fffff,2371
89196ba5317ffff,6400
89196bb8e0bffff,7770
8919696b097ffff,3219
89196bb9e6fffff,3790
89196bb7513ffff,5951
89196bad497ffff,2231
89196949117ffff,5935
89196ba449bffff,4426
89196b04073ffff,8139
89196b8e9abffff,2203
891969589cbffff,2641
89196b863b7ffff,9390
89196bb45a3ffff,9509
89196ba91cfffff,7951
8919694f3a7ffff,7068
89196b16c2bffff,8009
89196978993ffff,2870
89196ba967bffff,8648
89196bb4457ffff,7449
89196bb9853ffff,2081
89196ba967bffff,4035
8919694ed4fffff,4663
89196bae857ffff,3475
89196b86873ffff,7583
89196ba5227ffff,2323
89196bb9b27ffff,6437
8919694adabffff,7975
89196baf427ffff,9351
8919694d6a3ffff,834
89196ba1447ffff,7943
8919694a42fffff,7352
8919694939bffff,5680
89196bae4b7ffff,8373
89196bb18abffff,3399
89196ba5343ffff,8539
891969612a7ffff,2723
89196bb4167ffff,8717
89196bb81d7ffff,9715
8919696a6b7ffff,9362
89196942a2fffff,1724
89196978113ffff,7623
89196b96d0bffff,8596
89196941153ffff,5234
891fa492693ffff,7001
8919697b097ffff,5494
89196bb50c7ffff,543
89196bacea7ffff,7900
89196baa417ffff,5145
89196bb2407ffff,334
89196b3a6dbffff,8291
89196b8511bffff,8282
89196b840a7ffff,7118
89196bb5383ffff,3921
89196bb9bc7ffff,7483
89196b87137ffff,4401
89196bb56afffff,941
89196ba482bffff,7393
89196b04ed3ffff,1054
89196bbae2bffff,8696
89196badc87ffff,5351
89196ba2e73ffff,825
89196ba947bffff,2488
89196bad5a7ffff,4916
8919694f5d3ffff,2684
89196bbb0c3ffff,8672
89196b32d43ffff,2177
89196bba157ffff,1544
89196ba058fffff,8307
89196ba88b7ffff,6591
89196ba3263ffff,1449
891fa4926c3ffff,8644
89196959927ffff,3526
89196b94123ffff,9327
89196b86dafffff,1108
89196b8ebb7ffff,2073
89196bb1b03ffff,4635
89196bae08fffff,5014
8919694c0cfffff,2362
89196941d1bffff,2372
89196b3244bffff,8546
8919694a573ffff,5303
89196bb01c7ffff,6963
89196bb292fffff,2525
89196961547ffff,9851
89196b94b13ffff,1322
89196b844d3ffff,45
891969429cbffff,5503
89196ba9ed3ffff,6152
89196941c7bffff,3161
89196979cabffff,3372
89196ba6c97ffff,1702
89196b36697ffff,1195
89196b168dbffff,2057
89196ba5453ffff,7831
891969490c7ffff,9545
8919697836fffff,2923
89196bb8dcfffff,2317
89196b063a7ffff,7732
8919697819bffff,650
89196bb9e8bffff,5444
89196baaba7ffff,6756
89196959ad3ffff,7804
