hex9,value
89196b32d13ffff,5211
89196979e67ffff,8520
89196bb7683ffff,8743
89196bb7187ffff,4852
89196b8498bffff,5781
89196ba9963ffff,1308
89196b155b3ffff,9310
8919696930fffff,9259
89196ba6bcfffff,1689
8919682ca17ffff,8560
89196b86d0bffff,9118
8919694dc27ffff,7985
89196ba60bbffff,4091
89196b061afffff,2176
89196961603ffff,9815
89196b04433ffff,1955
89196b94d13ffff,109
8919694e833ffff,6672
89196ba761bffff,2625
89196979bb7ffff,6212
89196ba2c8bffff,6762
89196bba153ffff,2684
89196bb22c3ffff,7718
89196baa41bffff,427
89196bb5bcfffff,2110
89196bb006fffff,2886
89196b0651bffff,7993
891fa492533ffff,437
89196ba9183ffff,7986
89196bab66fffff,5394
89196bb4e67ffff,2915
8919696006bffff,4506
89196bb912bffff,4409
89196b943abffff,6454
8919694adabffff,6117
89196979e8bffff,7704
89196b14d0bffff,8900
89196badd57ffff,1397
89196b85a0bffff,4351
89196bb7463ffff,2700
89196b84973ffff,5525
89196b8595bffff,87
89196b84e73ffff,5678
89196bb8657ffff,61
8919694234bffff,2251
89196ba362bffff,2138
89196ba342fffff,9929
89196bbb66bffff,3795
89196958d6bffff,8086
89196b06b6fffff,8302
89196b8636bffff,9023
8919694a3d7ffff,2615
89196bb21afffff,6932
89196bab24fffff,5912
89196ba92b3ffff,430
8919694d4afffff,6341
89196bb11a7ffff,2776
89196948b6bffff,373
8919696aa53ffff,308
89196bada3bffff,9308
89196b0693bffff,4742
8919694d133ffff,8179
89196b173abffff,7438
89196b9681bffff,3187
89196bab42fffff,2346
89196ba60bbffff,8600
89196b8480fffff,3267
89196b32a27ffff,196
89196b330a3ffff,1034
89196bb2507ffff,9424
89196bb74b7ffff,4153
8919694828bffff,5997
89196baa223ffff,597
89196b859c3ffff,5543
89196b04513ffff,9887
8919696aecbffff,1584
8919694d257ffff,1006
8919694dc4bffff,5134
89196ba9593ffff,8457
89196badc33ffff,7337
89196bb20dbffff,9278
89196ba940fffff,477
89196bbab17ffff,9659
8919694c527ffff,3141
89196b965cfffff,9391
89196b85bd3ffff,1987
8919695b30fffff,4353
8919694007bffff,3986
89196ba3653ffff,3186
89196bb24a7ffff,2225
89196bb4803ffff,1056
8919694d50fffff,2905
89196b8662fffff,71
891fa4926b7ffff,6027
89196bba86bffff,5553
89196ba8e57ffff,9972
89196b84b4bffff,87
89196bad807ffff,3369
89196b8440bffff,4431
891969692cbffff,1837
89196969d5bffff,3638
8919694eb3bffff,370
89196bb5927ffff,9535
89196b143b3ffff,8273
89196bab103ffff,5542
8919694a01bffff,7644
89196b85a0bffff,9791
89196b85e93ffff,5974
89196b331b3ffff,3926
89196b336a3ffff,9734
89196b33593ffff,5668
8919694d313ffff,3066
8919694e50fffff,6262
891fa49646bffff,1659
89196ba8323ffff,4204
8919697949bffff,6457
89196bb7237ffff,7490
8919694d183ffff,8418
891fa49252bffff,8200
8919694c93bffff,8088
89196969137ffff,138
89196b374d7ffff,441
89196969d53ffff,5787
891fa4935c7ffff,1459
89196b94a57ffff,1309
89196959b43ffff,2931
89196bb83b7ffff,5969
8919697b3abffff,8881
89196bb7417ffff,9691
8919694d94bffff,9631
89196949517ffff,7804
89196968607ffff,1949
89196941e73ffff,9488
8919697938bffff,1282
89196bb4623ffff,7779
89196ba0ec7ffff,7025
8919694a8d7ffff,241
89196959bb3ffff,9156
89196bb3147ffff,5367
89196ba948bffff,7804
89196b04283ffff,554
89196940a03ffff,7097
891fa4925dbffff,5252
89196bba373ffff,9720
8919682cbd3ffff,501
89196bb6d83ffff,2520
89196b160abffff,8741
89196941647ffff,233
89196ba1063ffff,562
89196bb8e87ffff,7901
89196b86167ffff,380
89196bac5c7ffff,5211
89196bb2b77ffff,5846
89196b84673ffff,1797
89196b16b5bffff,6753
89196bad8afffff,4565
8919694a90fffff,8683
89196968107ffff,3489
89196ba5413ffff,78
89196b16c0bffff,9541
89196b94a3bffff,8001
891969492c7ffff,7182
89196bb3233ffff,3871
891fa496503ffff,6331
89196b32423ffff,9808
89196bb5acfffff,6270
89196ba706fffff,7304
89196bb85cbffff,3107
89196bb73cfffff,5498
89196b142c3ffff,5001
89196979163ffff,7664
891fa492dafffff,4891
89196bb9e6fffff,2579
89196bb08d3ffff,8113
89196bb9947ffff,6110
8919694d21bffff,2840
89196baa26bffff,9492
89196bb0c97ffff,6786
89196ba8ecbffff,2595
89196b943bbffff,1147
89196b1498fffff,7931
8919697b063ffff,1835
89196bb541bffff,4716
89196bb997bffff,2370
89196963653ffff,3791
89196bb05cbffff,6739
89196bba5b7ffff,2546
8919682c957ffff,1538
89196979ba3ffff,4282
8919694185bffff,5552
8919694acc7ffff,817
8919697b15bffff,4307
89196ba9583ffff,117
89196baedabffff,52
89196ba8337ffff,6809
89196958813ffff,6719
8919696998fffff,507
89196ba958fffff,9922
8919694a38fffff,7916
89196bb427bffff,7386
89196b36057ffff,1956
89196bba6bbffff,8968
8919694b033ffff,132
89196bb02cbffff,6921
89196bb514fffff,8175
89196b14443ffff,4824
891fa49260bffff,2025
8919694a3d3ffff,3327
89196949483ffff,717
89196969867ffff,549
8919694dc77ffff,1325
89196b96063ffff,1254
89196ba5693ffff,9235
89196b05127ffff,7383
89196b94103ffff,178
89196b32463ffff,2593
89196bb34b3ffff,4193
89196949057ffff,6763
89196bb148fffff,5358
891969484c3ffff,6250
89196978b3bffff,1597
89196ba192bffff,2712
89196bac65bffff,1786
89196b06a73ffff,2861
89196bbad73ffff,6623
89196ba1d23ffff,8585
8919697a22fffff,2482
89196baa8dbffff,3633
89196b86d3bffff,6065
89196bb318bffff,3241
8919694b373ffff,266
8919695956fffff,3600
8919694f04fffff,2531
89196bb4147ffff,4303
89196968423ffff,1671
89196bad60fffff,780
89196979017ffff,2145
89196bba247ffff,3115
89196ba6043ffff,8780
891969602d3ffff,5098
8919695932bffff,9013
891969694d3ffff,6514
8919694dc6fffff,810
89196bb5b03ffff,5519
891969605cfffff,3893
89196978513ffff,8313
89196940c17ffff,4529
89196b060a3ffff,5070
891969589abffff,5589
89196949653ffff,1753
89196ba063bffff,7591
89196bb8067ffff,3104
8919696983bffff,6484
89196b85b0bffff,2047
89196b84977ffff,9857
89196958807ffff,411
89196941873ffff,261
89196ba980bffff,8837
89196b9623bffff,6225
89196969da7ffff,1368
89196bb845bffff,8870
89196941193ffff,4992
891969400d3ffff,2413
89196ba92b3ffff,7408
89196949d43ffff,5196
89196b3a64bffff,4737
89196baddb7ffff,1795
8919696a3d7ffff,4531
89196ba71d3ffff,9148
89196963083ffff,9473
89196bb01bbffff,5413
89196b06013ffff,1362
89196b326d3ffff,3860
89196b14457ffff,3309
8919696ae23ffff,865
89196949d5bffff,8452
89196bb014bffff,9749
8919694517bffff,2391
8919694910fffff,6271
89196ba0d67ffff,6574
89196bac053ffff,1272
89196bae037ffff,56
89196b844b3ffff,3156
891969402afffff,9124
89196bbb153ffff,9006
89196baf413ffff,9161
89196b33593ffff,4269
89196959e77ffff,2193
89196b32ac3ffff,5128
89196942b4fffff,6848
8919694f01bffff,9292
89196ba1963ffff,3358
89196bb124bffff,8207
89196bb34b3ffff,5394
891969494a3ffff,9568
89196b85eb3ffff,1311
89196979b97ffff,8035
8919694a527ffff,2952
8919694c99bffff,7585
89196b3058fffff,7641
89196bb944bffff,6403
891fa492dd7ffff,1098
89196bb4633ffff,3758
89196bb6da7ffff,686
89196bb9967ffff,1170
89196bab5dbffff,1852
89196bb8207ffff,523
891969693b7ffff,6675
891969636cbffff,6992
89196b06d43ffff,5792
89196958943ffff,5781
89196bac3c3ffff,2192
8919694f5d7ffff,2466
8919694aa3bffff,1928
89196bb605bffff,5340
89196948d5bffff,6278
89196b960d3ffff,2667
89196bb338fffff,1883
89196b068b7ffff,7751
89196bbb173ffff,8696
89196b8692bffff,2118
89196b3222fffff,8593
8919694b677ffff,9913
89196948433ffff,1765
89196bab36fffff,2021
89196bb1c8bffff,424
8919696b567ffff,7087
89196bb9567ffff,5527
89196ba492fffff,1956
89196959a03ffff,9472
89196baa277ffff,6433
89196ba7053ffff,5715
89196948043ffff,5270
8919694cc4bffff,6403
89196bacc6bffff,3726
89196960233ffff,4244
89196959233ffff,5428
89196ba5133ffff,4789
89196ba55a3ffff,8383
89196bb2b33ffff,3086
89196b849bbffff,1040
89196bb1ea7ffff,308
89196bb2523ffff,2016
89196b96897ffff,4137
8919694ec9bffff,5766
89196941c1bffff,7125
89196959627ffff,1357
8919694ca5bffff,4335
89196ba0c63ffff,1565
8919694ee8bffff,3776
89196ba930fffff,9175
8919694169bffff,9516
8919694051bffff,7200
891969632d3ffff,1645
89196bb599bffff,4264
891969489c3ffff,8696
89196961577ffff,755
89196949427ffff,9942
89196baf49bffff,3647
89196b058a7ffff,2425
89196971b27ffff,8098
89196bbae93ffff,6388
8919694d823ffff,3783
89196b94a17ffff,8536
89196ba82a3ffff,6322
8919694c037ffff,9225
89196940a6bffff,873
89196ba23abffff,9421
8919694a2a3ffff,9124
8919694ac97ffff,8401
8919694d22bffff,8825
89196b161d3ffff,5789
89196ba08cbffff,7724
891969783cbffff,2058
8919696906bffff,6071
8919697832bffff,5144
89196959ad7ffff,4015
89196b85c83ffff,635
89196b1466fffff,3605
89196945b57ffff,742
89196b041b3ffff,9541
8919694118fffff,51
89196bb0517ffff,1632
8919694a4a7ffff,9202
891fa49609bffff,3887
89196b05a6bffff,2607
89196ba9953ffff,6634
8919694e377ffff,664
89196bb99c7ffff,1897
89196b15db7ffff,9291
89196bad3b3ffff,9049
89196979a6bffff,6321
891fa496033ffff,9191
89196bb810bffff,4126
89196b8452fffff,2275
89196b15d17ffff,678
89196bab373ffff,6171
89196bb441bffff,2631
89196bb5307ffff,4402
891fa49344fffff,235
8919694d32bffff,6030
89196b949a7ffff,8946
89196b95d1bffff,4443
89196b04a53ffff,6129
89196b16d23ffff,302
89196b329b3ffff,9662
8919696b147ffff,3218
89196bb28cfffff,8141
89196bb6b4bffff,6864
89196bb6ccfffff,7837
89196bb5227ffff,7884
89196ba708fffff,5375
89196b16a33ffff,6686
8919694105bffff,3835
89196949193ffff,2128
89196baabd3ffff,6349
89196bb8b2fffff,1292
89196b144d3ffff,957
891969784b7ffff,8382
89196b32cabffff,5497
8919697b453ffff,1347
89196ba503bffff,3610
89196baf3c7ffff,1430
89196979b83ffff,4892
8919696148bffff,8937
89196ba82afffff,9913
89196bb54b3ffff,6621
89196b14dafffff,4397
8919694d017ffff,4828
89196948ec3ffff,9884
89196ba680bffff,8854
89196bb9ca3ffff,8539
891fa4975a3ffff,5786
89196942b73ffff,528
89196b0686bffff,8349
89196ba686bffff,796
89196ba29bbffff,5011
891969603dbffff,4961
89196b05b6bffff,4769
89196ba05d3ffff,7231
89196bb8ecbffff,3177
89196b94583ffff,2666
89196b1618bffff,6803
89196b33113ffff,8682
8919694914bffff,3322
89196949d5bffff,1234
89196961423ffff,7523
89196bb2e7bffff,9342
89196b06b93ffff,8929
89196bb122bffff,9277
8919696b093ffff,9911
89196ba5a6fffff,3076
8919694b377ffff,9402
89196b05d17ffff,3736
89196b3351bffff,5218
89196b85d77ffff,392
891969784abffff,9218
89196949977ffff,5732
89196b1618bffff,8696
89196bba423ffff,5969
89196940b0bffff,6761
89196bb9a23ffff,4224
8919694da83ffff,737
89196bb4307ffff,1725
89196baeed7ffff,6192
89196959e77ffff,2419
89196b84077ffff,1660
89196b05a9bffff,5572
89196b14a33ffff,4976
89196bb3427ffff,833
891fa4926d3ffff,9264
89196bac41bffff,8817
89196bae457ffff,2642
89196baae9bffff,2455
89196979107ffff,636
8919697a96fffff,1489
89196ba138bffff,4096
89196b864a7ffff,410
89196ba5e4bffff,6157
89196961507ffff,121
89196baf12bffff,6512
89196ba61afffff,3883
8919697893bffff,4281
89196ba0653ffff,924
89196bb25c7ffff,1286
89196b045d7ffff,7251
89196b86e0fffff,4435
891969410c3ffff,7171
8919694ce7bffff,1069
891969631d3ffff,4775
89196baed8bffff,9090
89196bac923ffff,6518
89196b84453ffff,7535
8919694d227ffff,8159
89196b8450fffff,3893
89196b32413ffff,6431
89196bb8db3ffff,2933
89196bb51a3ffff,7573
89196baaea3ffff,4215
89196b06b2bffff,9610
89196bba3afffff,4368
89196bb487bffff,5763
891969482a7ffff,4138
89196b9433bffff,353
8919694b4afffff,453
8919694a68bffff,2537
891969794bbffff,8379
891969496b3ffff,7542
8919694a263ffff,1126
89196badb1bffff,5189
89196baea0fffff,229
89196bae2c3ffff,1080
89196bb659bffff,3447
89196bb58b7ffff,5180
89196ba040bffff,503
89196bb0573ffff,4514
89196bb4903ffff,4773
89196bad6dbffff,7310
89196bb9a43ffff,6309
89196bb8b23ffff,8661
891969492afffff,1449
89196b051afffff,2819
89196949b57ffff,2812
89196b860afffff,2673
89196941897ffff,3594
8919697b573ffff,9235
89196bae453ffff,1309
89196b96093ffff,4936
89196ba12d7ffff,3495
89196bb32bbffff,2039
8919694eac3ffff,5310
8919694a5c7ffff,8424
89196ba2213ffff,885
89196ba5663ffff,6366
89196b85d63ffff,4896
89196bae3dbffff,4819
8919697aa8bffff,6905
89196b86b93ffff,5474
89196ba3467ffff,1404
89196961427ffff,231
89196ba2803ffff,3556
89196b328d3ffff,8304
891969489b3ffff,5864
89196ba988bffff,749
89196978a6fffff,9974
89196ba8b63ffff,5434
89196bb9e8bffff,7355
89196bb9a3bffff,1293
89196b05a57ffff,7461
89196bb8367ffff,5252
89196b16887ffff,855
8919696932fffff,7748
